,uid,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
467,468,Faruk GÃ¼rler the chief of staff resigned from his post on 5 March to enter the parliament as a member of the upper house .,"['Faruk', 'GÃ¼rler', 'the', 'chief', 'of', 'staff', 'resigned', 'from', 'his', 'post', 'on', '5', 'March', 'to', 'enter', 'the', 'parliament', 'as', 'a', 'member', 'of', 'the', 'upper', 'house', '.']",chief,his,3,8,Male,1,5,1,wikipedia,14
468,469,"Kempamma married a tailor , but was abandoned by her husband in 1998 .","['Kempamma', 'married', 'a', 'tailor', ',', 'but', 'was', 'abandoned', 'by', 'her', 'husband', 'in', '1998', '.']",tailor,her,3,9,Female,1,6,1,wikipedia,6
469,470,The pilot had warned the crew earlier of the possibility of bailout and he now alerted them to prepare for bailout .,"['The', 'pilot', 'had', 'warned', 'the', 'crew', 'earlier', 'of', 'the', 'possibility', 'of', 'bailout', 'and', 'he', 'now', 'alerted', 'them', 'to', 'prepare', 'for', 'bailout', '.']",pilot,he,1,13,Male,1,12,1,wikipedia,11
470,471,"In view of the risk of infection of the dentist and his staff in the dental surgery and dental laboratory and also of the patient with regard to hepatitis B and potentially also of AIDS , interruption of possible chains of infection by means of specific disinfection measures is to be demanded .","['In', 'view', 'of', 'the', 'risk', 'of', 'infection', 'of', 'the', 'dentist', 'and', 'his', 'staff', 'in', 'the', 'dental', 'surgery', 'and', 'dental', 'laboratory', 'and', 'also', 'of', 'the', 'patient', 'with', 'regard', 'to', 'hepatitis', 'B', 'and', 'potentially', 'also', 'of', 'AIDS', ',', 'interruption', 'of', 'possible', 'chains', 'of', 'infection', 'by', 'means', 'of', 'specific', 'disinfection', 'measures', 'is', 'to', 'be', 'demanded', '.']",dentist,his,9,11,Male,1,2,1,pubmed,20
471,472,"In 1739â€“1740 , during the Lent circuit of the assizes , Sir Lancelot Allgood , who held positions high sheriff and Member of Parliament sent a message to the Black Bull that the visiting judge and his party would want six bottles of good French wine , and that John Cook should order them in .","['In', '1739â€“1740', ',', 'during', 'the', 'Lent', 'circuit', 'of', 'the', 'assizes', ',', 'Sir', 'Lancelot', 'Allgood', ',', 'who', 'held', 'positions', 'high', 'sheriff', 'and', 'Member', 'of', 'Parliament', 'sent', 'a', 'message', 'to', 'the', 'Black', 'Bull', 'that', 'the', 'visiting', 'judge', 'and', 'his', 'party', 'would', 'want', 'six', 'bottles', 'of', 'good', 'French', 'wine', ',', 'and', 'that', 'John', 'Cook', 'should', 'order', 'them', 'in', '.']",judge,his,34,36,Male,1,2,1,wikipedia,20
472,473,"The project ended up taking the artist and his son two years to complete , and it was unveiled on 17 April 2009 .","['The', 'project', 'ended', 'up', 'taking', 'the', 'artist', 'and', 'his', 'son', 'two', 'years', 'to', 'complete', ',', 'and', 'it', 'was', 'unveiled', 'on', '17', 'April', '2009', '.']",artist,his,6,8,Male,1,2,1,wikipedia,20
473,474,A taxi driver testified that he had driven Stuart to the murder scene on the afternoon of the crime .,"['A', 'taxi', 'driver', 'testified', 'that', 'he', 'had', 'driven', 'Stuart', 'to', 'the', 'murder', 'scene', 'on', 'the', 'afternoon', 'of', 'the', 'crime', '.']",driver,he,2,5,Male,1,3,1,wikipedia,4
474,475,"On March 29 , via her official Twitter account the singer confirmed that "" Needed Me ""","['On', 'March', '29', ',', 'via', 'her', 'official', 'Twitter', 'account', 'the', 'singer', 'confirmed', 'that', '""', 'Needed', 'Me', '""']",singer,her,10,5,Female,-1,5,1,wikipedia,14
475,476,"The Doctor and his allies are brought before the Lady Hakai , but the gravity goes off as she orders the Doctor to set up a duel between Leela and Keefer .","['The', 'Doctor', 'and', 'his', 'allies', 'are', 'brought', 'before', 'the', 'Lady', 'Hakai', ',', 'but', 'the', 'gravity', 'goes', 'off', 'as', 'she', 'orders', 'the', 'Doctor', 'to', 'set', 'up', 'a', 'duel', 'between', 'Leela', 'and', 'Keefer', '.']",Doctor,his,1,3,Male,1,2,2,wikipedia,20
476,477,including by the artist himself .,"['including', 'by', 'the', 'artist', 'himself', '.']",artist,himself,3,4,Male,1,1,1,wikipedia,10
477,478,"A few years earlier in 2010 , this Cuban musician from HolguÃ­n had distinguished himself as the Danish act with the most foreign presentations , including concerts in Spain , USA , Germany , Poland , Finland , Cuba , Italy , Sweden and Norway .","['A', 'few', 'years', 'earlier', 'in', '2010', ',', 'this', 'Cuban', 'musician', 'from', 'HolguÃ\xadn', 'had', 'distinguished', 'himself', 'as', 'the', 'Danish', 'act', 'with', 'the', 'most', 'foreign', 'presentations', ',', 'including', 'concerts', 'in', 'Spain', ',', 'USA', ',', 'Germany', ',', 'Poland', ',', 'Finland', ',', 'Cuba', ',', 'Italy', ',', 'Sweden', 'and', 'Norway', '.']",musician,himself,9,14,Male,1,5,1,wikipedia,3
478,479,The director was praised for his mature handling of the theme and for his realistic portrayal of Goans involved in the tourism industry and also his depiction of the way of life of Goan Christians .,"['The', 'director', 'was', 'praised', 'for', 'his', 'mature', 'handling', 'of', 'the', 'theme', 'and', 'for', 'his', 'realistic', 'portrayal', 'of', 'Goans', 'involved', 'in', 'the', 'tourism', 'industry', 'and', 'also', 'his', 'depiction', 'of', 'the', 'way', 'of', 'life', 'of', 'Goan', 'Christians', '.']",director,his,1,13,Male,1,12,3,wikipedia,6
479,480,"In 2006 , NBR created the Kenneth B. and Anne H.H. Pyle Center for Northeast Asian Studies , named in honor of NBR â€™s founding president and his wife .","['In', '2006', ',', 'NBR', 'created', 'the', 'Kenneth', 'B.', 'and', 'Anne', 'H.H.', 'Pyle', 'Center', 'for', 'Northeast', 'Asian', 'Studies', ',', 'named', 'in', 'honor', 'of', 'NBR', 'â€', '™', 's', 'founding', 'president', 'and', 'his', 'wife', '.']",president,his,27,29,Male,1,2,1,wikipedia,20
480,481,"Although he had a very brief career as a Jesuit novice -LRB- 1671-73 -RRB- , Domenico was never ordained a priest ; he married sometime after 1686 and had three children .","['Although', 'he', 'had', 'a', 'very', 'brief', 'career', 'as', 'a', 'Jesuit', 'novice', '-LRB-', '1671', '-', '73', '-RRB-', ',', 'Domenico', 'was', 'never', 'ordained', 'a', 'priest', ';', 'he', 'married', 'sometime', 'after', '1686', 'and', 'had', 'three', 'children', '.']",priest,he,22,1,Male,1,19,2,wikipedia,2
481,482,The author places his research in the frame of the systematisation of the Freudian theory of substitute formations in the preconscious .,"['The', 'author', 'places', 'his', 'research', 'in', 'the', 'frame', 'of', 'the', 'systematisation', 'of', 'the', 'Freudian', 'theory', 'of', 'substitute', 'formations', 'in', 'the', 'preconscious', '.']",author,his,1,3,Male,-1,2,1,pubmed,17
482,483,"Watching the gay dancer and his female partner dance to the music of "" Sexy Night "" , Mark hallucinates her being Maira and experiences another fit of genital pain .","['Watching', 'the', 'gay', 'dancer', 'and', 'his', 'female', 'partner', 'dance', 'to', 'the', 'music', 'of', '""', 'Sexy', 'Night', '""', ',', 'Mark', 'hallucinates', 'her', 'being', 'Maira', 'and', 'experiences', 'another', 'fit', 'of', 'genital', 'pain', '.']",dancer,his,3,5,Male,-1,2,2,wikipedia,20
483,484,"She studied under the Bolognese artist and master engraver Marcantonio Raimondi , who is best known today for his engravings after paintings by Raphael .","['She', 'studied', 'under', 'the', 'Bolognese', 'artist', 'and', 'master', 'engraver', 'Marcantonio', 'Raimondi', ',', 'who', 'is', 'best', 'known', 'today', 'for', 'his', 'engravings', 'after', 'paintings', 'by', 'Raphael', '.']",artist,his,5,18,Male,1,13,2,wikipedia,1
484,485,"On the road to Harper 's Ferry , after the Antietam campaign in 1862 , the colored cook of the headquarters of the Sixtieth New York Regiment picked up a large and respectable looking mule , to whom , with a cook 's usual foresight and ambition , he attached all the paraphernalia of the cook - house together with his own personal belongings , and settled himself down proudly on his back among them .","['On', 'the', 'road', 'to', 'Harper', ""'s"", 'Ferry', ',', 'after', 'the', 'Antietam', 'campaign', 'in', '1862', ',', 'the', 'colored', 'cook', 'of', 'the', 'headquarters', 'of', 'the', 'Sixtieth', 'New', 'York', 'Regiment', 'picked', 'up', 'a', 'large', 'and', 'respectable', 'looking', 'mule', ',', 'to', 'whom', ',', 'with', 'a', 'cook', ""'s"", 'usual', 'foresight', 'and', 'ambition', ',', 'he', 'attached', 'all', 'the', 'paraphernalia', 'of', 'the', 'cook', '-', 'house', 'together', 'with', 'his', 'own', 'personal', 'belongings', ',', 'and', 'settled', 'himself', 'down', 'proudly', 'on', 'his', 'back', 'among', 'them', '.']",cook,himself,17,67,Male,1,50,4,perseus,3
485,486,"By the time of Nicholas Monsarrat 's 1951 war novel , "" The Cruel Sea "" , however , the upper - class junior officer , Morell , is teased by his middle - class peer , Lockhart , for using such a phrase .","['By', 'the', 'time', 'of', 'Nicholas', 'Monsarrat', ""'s"", '1951', 'war', 'novel', ',', '""', 'The', 'Cruel', 'Sea', '""', ',', 'however', ',', 'the', 'upper', '-', 'class', 'junior', 'officer', ',', 'Morell', ',', 'is', 'teased', 'by', 'his', 'middle', '-', 'class', 'peer', ',', 'Lockhart', ',', 'for', 'using', 'such', 'a', 'phrase', '.']",officer,his,24,31,Male,1,7,1,wikipedia,1
486,487,"The president , Paul Benthien , agreed on the condition that he also became general manager .","['The', 'president', ',', 'Paul', 'Benthien', ',', 'agreed', 'on', 'the', 'condition', 'that', 'he', 'also', 'became', 'general', 'manager', '.']",president,he,1,11,Male,1,10,1,wikipedia,4
487,488,"A patient being treated by Dr Hira dies due to his negligence , but he saves his skin by firing the nurse .","['A', 'patient', 'being', 'treated', 'by', 'Dr', 'Hira', 'dies', 'due', 'to', 'his', 'negligence', ',', 'but', 'he', 'saves', 'his', 'skin', 'by', 'firing', 'the', 'nurse', '.']",patient,his,1,10,Male,0,9,3,wikipedia,14
488,489,"The Australian captain advised his bowler to ensure that his foot was further behind the line than usual to avoid being no - balled , and to operate below full speed until the umpires were satisfied .","['The', 'Australian', 'captain', 'advised', 'his', 'bowler', 'to', 'ensure', 'that', 'his', 'foot', 'was', 'further', 'behind', 'the', 'line', 'than', 'usual', 'to', 'avoid', 'being', 'no', '-', 'balled', ',', 'and', 'to', 'operate', 'below', 'full', 'speed', 'until', 'the', 'umpires', 'were', 'satisfied', '.']",captain,his,2,4,Male,1,2,2,wikipedia,21
489,490,"journalist Tommy Lapid ( later made a political career out of his "" stardom "" as "" panelist "" of the show ) , journalist Amnon Dankner , and Haredi journalist Yisrael Eichler ( also later made a political career out of his "" panelist "" role ) .","['journalist', 'Tommy', 'Lapid', '(', 'later', 'made', 'a', 'political', 'career', 'out', 'of', 'his', '""', 'stardom', '""', 'as', '""', 'panelist', '""', 'of', 'the', 'show', ')', ',', 'journalist', 'Amnon', 'Dankner', ',', 'and', 'Haredi', 'journalist', 'Yisrael', 'Eichler', '(', 'also', 'later', 'made', 'a', 'political', 'career', 'out', 'of', 'his', '""', 'panelist', '""', 'role', ')', '.']",journalist,his,30,42,Male,-1,12,2,wikipedia,15
490,491,The author claimed that he had written the book at the request of family members .,"['The', 'author', 'claimed', 'that', 'he', 'had', 'written', 'the', 'book', 'at', 'the', 'request', 'of', 'family', 'members', '.']",author,he,1,4,Male,-1,3,1,pubmed,4
491,492,"In 1938 Mrs. Maria Mendoza a friend of Master Santiago Martinez Delgado invited him and his wife Leonor Concha de Martinez , to her home in BogotÃ¡ .","['In', '1938', 'Mrs.', 'Maria', 'Mendoza', 'a', 'friend', 'of', 'Master', 'Santiago', 'Martinez', 'Delgado', 'invited', 'him', 'and', 'his', 'wife', 'Leonor', 'Concha', 'de', 'Martinez', ',', 'to', 'her', 'home', 'in', 'BogotÃ', '¡', '.']",friend,her,6,23,Female,0,17,2,wikipedia,14
492,493,"After the trophy ceremony , Portuguese captain , Madjer , clarified his tears at the final whistle as "" farewell tears "" ; he announced his retirement from international beach soccer , aged 42 , bringing to an end a 22 year playing career , having claimed eleven individual awards at FIFA editions of the World Cup , as well as being by far the tournament 's all - time top scorer with 88 goals and a total of 140 since the 1995 establishment of a world championship for beach soccer .","['After', 'the', 'trophy', 'ceremony', ',', 'Portuguese', 'captain', ',', 'Madjer', ',', 'clarified', 'his', 'tears', 'at', 'the', 'final', 'whistle', 'as', '""', 'farewell', 'tears', '""', ';', 'he', 'announced', 'his', 'retirement', 'from', 'international', 'beach', 'soccer', ',', 'aged', '42', ',', 'bringing', 'to', 'an', 'end', 'a', '22', 'year', 'playing', 'career', ',', 'having', 'claimed', 'eleven', 'individual', 'awards', 'at', 'FIFA', 'editions', 'of', 'the', 'World', 'Cup', ',', 'as', 'well', 'as', 'being', 'by', 'far', 'the', 'tournament', ""'s"", 'all', '-', 'time', 'top', 'scorer', 'with', '88', 'goals', 'and', 'a', 'total', 'of', '140', 'since', 'the', '1995', 'establishment', 'of', 'a', 'world', 'championship', 'for', 'beach', 'soccer', '.']",captain,his,6,11,Male,1,5,3,wikipedia,21
493,494,"Ruth Vincent ( 22 March 1877 â€“ 4 July 1955 ) was an English opera singer and actress , best remembered for her performances in soprano roles of the Savoy Operas with the D'Oyly Carte Opera Company in the 1890s and her roles in the West End during the first decade of the 20th century , particularly her role as Sophia in "" Tom Jones "" .","['Ruth', 'Vincent', '(', '22', 'March', '1877', 'â€', '“', '4', 'July', '1955', ')', 'was', 'an', 'English', 'opera', 'singer', 'and', 'actress', ',', 'best', 'remembered', 'for', 'her', 'performances', 'in', 'soprano', 'roles', 'of', 'the', 'Savoy', 'Operas', 'with', 'the', ""D'Oyly"", 'Carte', 'Opera', 'Company', 'in', 'the', '1890s', 'and', 'her', 'roles', 'in', 'the', 'West', 'End', 'during', 'the', 'first', 'decade', 'of', 'the', '20th', 'century', ',', 'particularly', 'her', 'role', 'as', 'Sophia', 'in', '""', 'Tom', 'Jones', '""', '.']",singer,her,16,42,Female,-1,26,3,wikipedia,20
494,495,"The priest believes that he can straighten him out , but Takezo escapes with Otsu ' s help .","['The', 'priest', 'believes', 'that', 'he', 'can', 'straighten', 'him', 'out', ',', 'but', 'Takezo', 'escapes', 'with', 'Otsu', ""'"", 's', 'help', '.']",priest,he,1,4,Male,1,3,1,wikipedia,4
495,496,This rule is based on public policy and the sense that it is improper to make a person serve another against his will .,"['This', 'rule', 'is', 'based', 'on', 'public', 'policy', 'and', 'the', 'sense', 'that', 'it', 'is', 'improper', 'to', 'make', 'a', 'person', 'serve', 'another', 'against', 'his', 'will', '.']",person,his,17,21,Male,-1,5,1,wikipedia,14
496,497,"Turk administers the treatment and later the patient moves his index finger , indicating that the treatment has worked , and Carla is proud of him , despite her anger after finding out Turk found out about the treatment from "" SportsCenter . ""","['Turk', 'administers', 'the', 'treatment', 'and', 'later', 'the', 'patient', 'moves', 'his', 'index', 'finger', ',', 'indicating', 'that', 'the', 'treatment', 'has', 'worked', ',', 'and', 'Carla', 'is', 'proud', 'of', 'him', ',', 'despite', 'her', 'anger', 'after', 'finding', 'out', 'Turk', 'found', 'out', 'about', 'the', 'treatment', 'from', '""', 'SportsCenter', '.', '""']",patient,his,7,9,Male,0,2,2,wikipedia,21
