,prompt,source
315,"The weather report said that it would be a sunny day. I decided not to bring an umbrella with me. When I was outdoors, it started to rain.",roc
316,Cal went out for a walk as dusk was falling. He sang softly along to his mp3 player as he walked along.,roc
317,Ca'daan took them to the back of the mines and the weary eyes of the villagers followed.,mnli
318,We had a late luncheon and spent the afternoon resting in the garden.,mnli
319,"Steve and his roommate were always arm wrestling each other. They would go to the local bar and challenge anyone to a duel. One night, Steve's girlfriend challenged them both.",roc
320,Jimmy went to the park everyday after work with his dog named bruno. He would play fetch with Bruno at the park using a frisbee.,roc
321,"It was not necessary to allow for all theoretical courses, but only for the normal orbits.",mnli
322,We ask that you listen to us and understand what is coming.,mnli
323,"I used to wash my car every weekend. Unfortunately, little incidents can cause us to change our habits.",roc
324,You will understand me when I say that it was a deadly life for a girl brought up as I had been.,mnli
325,Don noticed there was a bad smell in the house. He smelled the smell everywhere he went. Don couldn't find the source of the smell.,roc
326,A man woke up one day. Thought that he should buy a bike. And then he went down the cyclists to get one.,roc
327,"Find the extra coffee-cup, and you can rest in peace.' Is that right? I asked, much mystified.",mnli
328,Lucy was getting married. She hired a woman to help with her makeup. When she got it done though it looked terrible.,roc
329,"In a case such as theirs, then, there was little or no chance that another ship would come within range of their subetherics except for the most improbable of coincidences.",mnli
330,"They spent the morning discussing the mechanism, loading, cleaning, and use of the two pistols.",mnli
331,Dan was driving home from work. He decided to pick up some snacks to take home. He went into his local gas station.,roc
332,Kevin really wanted stylish new shoes. He worked at his paper route to buy them. He did not waste his money on snacks and sodas.,roc
333,"Somehow, I'd hoped for a bit more of a response.",mnli
334,Susan was a girl that typically had many dates. Recently she had been in a dry spell and hadn't been kissed in weeks.,roc
335,Dan wanted to become a Scrabble champion. Dan began practicing the game every evening. Dan read books on Scrabble game technique.,roc
336,"Heard tell as how you're fixin' to race your plug 'gainst Oro, Kirby,Johnny drawled.",mnli
337,"Want a room, Kirby? Topham paused beside his table.",mnli
338,It had nothing to do with mercy and everything to do with the contagious nature of fear and panic.,mnli
339,His head was bald and he had painted a band of scarlet across his eyes.,mnli
340,I gave a silent prayer of thanks to whoever decided that this thing ought to look like a steam-train.,mnli
341,"In the bar, Daniel and his crew were waiting for me.",mnli
342,Jack took his wife and kids to the zoo today. Halfway through the day it started to rain. They ran inside a shop to avoid getting wet.,roc
343,It reminded Jon of the day Renold had given Jon the falcon pistols he wore now.,mnli
344,"Tom was planning to propose to Mary. He had already bought a diamond engagement ring. Eager to propose, he showed her the ring. Surprisingly, Mary opposed blood diamonds.",roc
345,You're sure they will come north? asked A'deem.,mnli
346,Laura wanted to start going to the gym together. We looked around and tried to decide which gym we wanted to go to.,roc
347,"Two dogs, Thor and Zeus, were playing outside. Zeus kept coming to the door barking. When April opened the door he walked away waiting for her to follow.",roc
348,"I had been invalided home from the Front; and, after spending some months in a rather depressing Convalescent Home, was given a month's sick leave.",mnli
349,I saw a path at the side of the road.,mnli
350,"She had known nothing of the tragedy, until awakened by Mrs. Cavendish.",mnli
351,Gary returned home after a long day at work. He found his kids playing in the living room. They were running around yelling.,roc
352,Casey decided he wanted to throw a big party. He put together a guest list and sent out invitations. He hired a deejay and they picked out some music choices.,roc
353,Sam was trying to sleep. He turned his fan on but it was too loud. It was too hot without it. Sam decided to fix it.,roc
354,"Sara could not wait for Christmas. She knew her mom had been shopping. One day while her mom was gone, Sara decided to start snooping.",roc
355,Cindy was waiting for a package she ordered on Amazon. But she read that it was delivered 5 minutes ago. She looked outside but didn't see it.,roc
356,"Lilly loves to chew bubble gum. She practically chews it all of the time. One night, she fell asleep with a piece in her mouth.",roc
357,Sir James went at once to the root of the matter.,mnli
358,Tom found an old case of cookies. He thought to offer them to his roommates. He didn't tell them they were stale. The friends ate them enthusiastically.,roc
359,Eddie wanted money to buy a game. His mother said he would have to work to earn the money. Eddie knew where his mother hid her extra cash.,roc
360,"There is a super-dense class, still smaller, poorer in hydrogen, than the inner planets of the solar system.",mnli
361,Greg ended a work shift fed up with his job. He called his boss from the break room phone and told him he quit.,roc
362,My fencing master left me bruised and scarred my early teenage life.,mnli
363,"He reconsidered his belief that there was no delirium, wondering if the feeling were not itself a form of hallucination.",mnli
364,Kit loves taking care of her plants. One day she noticed a spider-mite infestation. Kit did not know what to do. Kit talked to an expert for help.,roc
365,The kids were headed back to school. It was a new school year. They were excited and nervous. It would be their first year in the new school.,roc
366,A man was having a really hot night at the craps table. He was doing so well that he drew a big crowd.,roc
367,It seemed to me the man would never go.,mnli
368,Jill was afraid of the dark and wanted to fix it. Jill went to the store and asked around about good lamps.,roc
369,He dared not hope to spend his days here with Susan working on a small farm or working for the blacksmith.,mnli
